player_id,player_name,birth_date,nationality,primary_broad_position,primary_general_position,secondary_broad_position,secondary_general_position,season_name,height_ft,height_in,weight_lb,competition,height_ft_outlier,height_in_outlier,weight_lb_outlier
7VqG0VJWQv,Jacob Akanyirige,2001-12-30,USA,DF,CB,,,2020,5.0,11.0,159.0,mls,False,False,False
7VqG0xmYQv,Cole Mrowka,2006-04-06,USA,MF,AM,,,2024,,,,mls,False,False,False
7VqG3Kk6qv,Belal Halbouni,1999-12-29,Syria,DF,CB,,,2024,6.0,2.0,187.0,mls,False,False,False
7VqG3nxqvW,Pablo Mastroeni,1976-08-29,USA,MF,CM,,DM,2013,5.0,10.0,172.0,mls,False,False,False
7VqG3oYqvW,Florent Sinama-Pongolle,1984-10-20,France,FW,ST,MF,W,2014,5.0,9.0,154.0,mls,False,False,False
7VqG3Vmjqv,Patrick Yazbek,2002-04-05,Australia,MF,CM,,,2024,6.0,0.0,172.0,mls,False,False,False
7VqGDgAQvW,David Junior Hoilett,1990-06-05,Canada,FW,ST,,,2023,5.0,8.0,154.0,mls,False,False,False
7VqGeBYMvW,Peterson Joseph,1990-04-24,Haiti,MF,CM,,,2013,5.0,8.0,132.0,mls,False,False,False
7VqGG6dqvW,Mike Chabala,1984-05-24,USA,DF,FB,,,2013,6.0,0.0,176.0,mls,False,False,False
7VqGgNjqvW,Milos Kocic,1985-06-04,Serbia,GK,GK,,,2013,6.0,4.0,201.0,mls,False,False,False
7VqGJAXx5v,Eric Dick,1994-10-03,USA,GK,GK,,,2019,6.0,5.0,205.0,mls,False,False,False
7VqGjbre5v,Bruno Wilson,1996-12-27,Portugal,DF,CB,,,2024,6.0,4.0,172.0,mls,False,False,False
7VqGjKre5v,Nico Benalcazar,2001-06-06,USA,MF,CM,,,2023,5.0,11.0,154.0,mls,False,False,False
7VqGLa36Qv,Kimani Stewart-Baynes,,Canada,MF,W,,,2024,5.0,9.0,,mls,False,False,False
7VqGmAvAMv,Christian Mafla,1993-01-15,Colombia,DF,FB,,,2021,5.0,9.0,154.0,mls,False,False,False
7VqGmePWMv,Michael Bustamante,1989-09-21,USA,MF,CM,,,2013,5.0,9.0,161.0,mls,False,False,False
7VqGmGZzMv,Eric Bird,1993-04-08,USA,MF,DM,,,2018,5.0,11.0,174.0,mls,False,False,False
7VqGmlO3Mv,Matthew Jones,1986-11-05,England,GK,GK,,,2016,6.0,3.0,183.0,mls,False,False,False
7VqGmmzzMv,Luis Muriel,1991-04-16,Colombia,FW,ST,,,2024,5.0,10.0,174.0,mls,False,False,False
7VqGmWK6Mv,Andrés Escobar,1991-05-04,Colombia,MF,W,,,2014,5.0,6.0,146.0,mls,False,False,False
7VqGnBd5vW,Borek Dockal,1988-09-30,Czech Republic,MF,AM,,,2018,6.0,0.0,159.0,mls,False,False,False
9vQ22Ap9QK,George Acosta,2000-01-19,USA,MF,CM,,,2022,5.0,7.0,130.0,mls,False,False,False
9vQ22omrQK,Samuel Tetteh,1996-07-28,Ghana,FW,ST,MF,AM,2020,5.0,11.0,150.0,mls,False,False,False
9vQ22PPmQK,José Leitón,1993-08-06,Costa Rica,MF,W,,,2017,5.0,9.0,159.0,mls,False,False,False
9vQ22vLrQK,Brandon Austin,1999-01-07,England,GK,GK,,,2021,6.0,2.0,181.0,mls,False,False,False
9vQ248BL5K,Idan Toklomati,2004-08-09,Israel,MF,W,,,2024,6.0,0.0,,mls,False,False,False
9vQ24BKm5K,Giuseppe Bovalina,2004-11-11,Australia,DF,FB,,,2024,,,,mls,False,False,False
9vQ24Do5K6,Andreas Görlitz,1982-01-31,Germany,DF,FB,,,2014,5.0,11.0,172.0,mls,False,False,False
9vQ24Gkx5K,Agustín Ojeda,2004-06-19,Argentina,MF,W,,,2024,,,,mls,False,False,False
9vQ2B4LQK6,Adailton,1983-04-16,Brazil,DF,CB,,,2015,6.0,3.0,181.0,mls,False,False,False
9vQ2d66e5K,Stian Gregersen,1995-05-17,Norway,DF,CB,,,2024,6.0,3.0,183.0,mls,False,False,False
9vQ2da7x5K,Ezequiel Cirigliano,1992-01-24,Argentina,MF,DM,,,2015,5.0,8.0,154.0,mls,False,False,False
9vQ2dlLa5K,Charlie Ward,1995-02-14,England,MF,DM,,CM,2017,5.0,8.0,161.0,mls,False,False,False
9vQ2NWOYQK,Yutaro Tsukada,,Japan,MF,W,,,2024,,,,mls,False,False,False
9vQ2P9L5K6,Brad Ring,1987-04-07,USA,DF,CB,,,2013,5.0,10.0,165.0,mls,False,False,False
9vQ2RBLQK6,Pablo Pintos,1987-07-01,Uruguay,DF,FB,,,2014,6.0,0.0,161.0,mls,False,False,False
9vQ2VxoQK6,Bashkim Kadrii,1991-07-09,Denmark,MF,W,,,2017,5.0,9.0,157.0,mls,False,False,False
9vQ2X1x5K6,Julio César,1979-09-03,Brazil,GK,GK,,,2014,6.0,1.0,176.0,mls,False,False,False
9vQ2x7r5K6,Camilo Sanvezzo,1988-07-21,Brazil,FW,W,,,2013,5.0,7.0,157.0,mls,False,False,False
9vQ2XzY5K6,Clyde Simms,1982-08-21,USA,MF,CM,,DM,2013,5.0,10.0,168.0,mls,False,False,False
9vQ2YEmqK6,Rafael Romo,1990-02-25,Venezuela,GK,GK,,,2022,6.0,6.0,187.0,mls,False,False,False
9vQ2ZdlYQK,Alfonso Ocampo-Chavez,2002-03-25,USA,FW,ST,,,2019,5.0,9.0,128.0,mls,False,False,False
9vQ2ZdoLQK,Selmir Pidro,1998-03-03,Bosnia and Herzegovina,DF,FB,,,2023,,,,mls,False,False,False
9vQ2ZDwaQK,J.C. Ngando,1999-11-20,Cameroon,MF,CM,,,2023,,,,mls,False,False,False
9vQ2ZemeQK,Mac Steeves,1994-07-31,USA,MF,AM,FW,ST,2018,6.0,3.0,205.0,mls,False,False,False
9vQ2ZEYoQK,Strahinja Tanasijević,1997-06-12,Serbia,DF,CB,,,2024,6.0,0.0,161.0,mls,False,False,False
9vQ2ZlkaQK,Matthew Edwards,2003-02-17,USA,DF,CB,,,2024,5.0,10.0,174.0,mls,False,False,False
9vQ2ZoR7QK,Andrés Herrera,1998-11-03,Argentina,DF,FB,,,2024,,,,mls,False,False,False
9vQ2ZrB1QK,Stipe Biuk,2002-12-26,Croatia,FW,W,,,2023,,,,mls,False,False,False
9vQ2Zx1xQK,Azaad Liadi,1998-05-14,USA,MF,AM,,,2022,6.0,1.0,185.0,mls,False,False,False
9Yqd6OVEMv,Zach Ryan,1999-01-14,USA,FW,ST,,,2022,6.0,0.0,161.0,mls,False,False,False
9Yqd6zYOMv,Steffen Yeates,2000-01-04,Canada,DF,FB,MF,CM,2022,5.0,6.0,157.0,mls,False,False,False
9YqdEp7QvJ,Sinisa Ubiparipovic,1983-08-25,Bosnia and Herzegovina,FW,ST,,,2013,5.0,9.0,154.0,mls,False,False,False
9Yqdj0LMvJ,Fernando Meza,1990-03-21,Argentina,DF,CB,,,2020,5.0,9.0,141.0,mls,False,False,False
9Yqdkdym5v,Rafael Baca,1989-09-11,Mexico,MF,CM,,,2013,5.0,8.0,161.0,mls,False,False,False
9Yqdko995v,Ryan Richter,1989-04-12,USA,DF,FB,,,2013,6.0,2.0,176.0,mls,False,False,False
9YqdKPj5vJ,Ryan Shawcross,1987-10-04,England,DF,CB,,,2021,6.0,3.0,168.0,mls,False,False,False
9YqdkXVO5v,Cristian Tello,1991-08-11,Spain,FW,W,,,2022,5.0,10.0,143.0,mls,False,False,False
9YqdljOqvJ,Blerim Dzemaili,1986-04-12,Switzerland,MF,CM,,AM,2017,5.0,10.0,161.0,mls,False,False,False
9YqdW9a85v,Aaron Bibout,2004-09-03,Cameroon,FW,ST,,,2023,,,,mls,False,False,False
9YqdxKjqvJ,Oguchi Onyewu,1982-05-13,USA,DF,CB,,,2017,6.0,5.0,201.0,mls,False,False,False
9z5k36ra5A,Loïc Mesanvi,2003-10-06,Togo,FW,W,,,2024,,,,mls,False,False,False
9z5k76Yd5A,Alexandros Katranis,1998-05-04,Greece,DF,FB,,,2024,5.0,9.0,154.0,mls,False,False,False
9z5k7OJJ5A,Yeferson Soteldo,1997-06-30,Venezuela,MF,W,,,2021,5.0,3.0,121.0,mls,False,False,False
9z5k7VrY5A,Toni Datkovic,1993-11-06,Croatia,DF,CB,,,2021,6.0,3.0,172.0,mls,False,False,False
9z5kabkaQA,Gabriel Farfán,1988-06-23,USA,MF,CM,,,2013,5.0,10.0,165.0,mls,False,False,False
9z5kaDXPQA,Anton Nedyalkov,1993-04-30,Bulgaria,DF,FB,,,2018,6.0,0.0,154.0,mls,False,False,False
9z5kb9JgMA,Joshua Penn,2000-11-25,USA,FW,ST,MF,AM,2021,5.0,10.0,161.0,mls,False,False,False
9z5kbdvPMA,Iván Franco,2000-04-16,Paraguay,FW,W,MF,W,2023,5.0,7.0,146.0,mls,False,False,False
9z5kDYaqA3,Jon Erice,1986-11-03,Spain,MF,DM,,,2019,5.0,10.0,159.0,mls,False,False,False
9z5knaeMA3,Keon Daniel,1987-01-16,Trinidad & Tobago,MF,CM,,,2013,6.0,1.0,172.0,mls,False,False,False
9z5kPRgqA3,Félix Borja,1983-04-02,Ecuador,FW,ST,,,2014,5.0,10.0,157.0,mls,False,False,False
9z5kxLlqA3,Víctor Pérez,1988-01-12,Spain,MF,CM,,,2015,5.0,10.0,157.0,mls,False,False,False
9z5kzxeMA3,Matías Sánchez,1987-08-18,Argentina,MF,CM,,,2013,5.0,8.0,157.0,mls,False,False,False
a35rBOLG5L,Omar Valencia,2004-06-08,Panama,MF,CM,,,2024,5.0,11.0,154.0,mls,False,False,False
a35rByv25L,Mikael Marques,2001-09-08,Sweden,MF,W,,,2023,6.0,0.0,165.0,mls,False,False,False
a35rGGBqL6,Jonas Elmer,1988-02-28,Switzerland,DF,FB,,,2013,5.0,9.0,152.0,mls,False,False,False
a35rKJdeqL,Sam Hamilton,1995-07-27,USA,MF,CM,,,2017,6.0,1.0,176.0,mls,False,False,False
a35rKXALqL,Rodrigo Saravia,1993-02-22,Guatemala,DF,CB,,,2016,6.0,0.0,174.0,mls,False,False,False
a35rKXowqL,Joaquín Fernández,1996-05-31,Spain,DF,CB,,,2024,6.0,3.0,159.0,mls,False,False,False
a35rl2EKQL,Luciano Abecasis,1990-06-04,Argentina,DF,FB,,,2021,5.0,9.0,161.0,mls,False,False,False
a35rl7d4QL,Yordany Alvarez,1985-05-24,Cuba,MF,DM,,,2013,5.0,10.0,165.0,mls,False,False,False
a35rl8kwQL,Omar Gaber,1992-01-30,Egypt,DF,FB,MF,W,2018,5.0,8.0,159.0,mls,False,False,False
a35rl9BBQL,Billy Schuler,1990-04-27,USA,FW,ST,,,2014,5.0,11.0,172.0,mls,False,False,False
a35rlwN2QL,Javier Calle,1991-04-29,Colombia,DF,FB,,,2015,5.0,9.0,163.0,mls,False,False,False
a35rn0o5L6,Henok Goitom,1984-09-16,Sweden,FW,ST,,,2016,6.0,2.0,190.0,mls,False,False,False
a35rW2BqL6,Giuseppe Rossi,1987-02-01,Italy,MF,AM,FW,ST,2020,5.0,8.0,159.0,mls,False,False,False
a35rydwBML,Harrison Robledo,2002-02-08,USA,MF,CM,DF,FB,2022,5.0,7.0,,mls,False,False,False
aDQ0023QEv,Matt Pickens,1982-04-05,USA,GK,GK,,,2013,6.0,3.0,201.0,mls,False,False,False
aDQ00AlQEv,Kevin Long,1990-08-18,Republic of Ireland,DF,CB,,,2024,6.0,2.0,183.0,mls,False,False,False
aDQ0a83BME,Justin Davis,1988-05-06,USA,DF,FB,,CB,2017,5.0,9.0,161.0,mls,False,False,False
aDQ0aG9pME,Aleksey Miranchuk,1995-10-17,Russia,MF,AM,,,2024,6.0,0.0,148.0,mls,False,False,False
aDQ0aNepME,Davy Armstrong,1991-11-03,USA,DF,FB,,,2014,5.0,10.0,152.0,mls,False,False,False
aDQ0knRqEv,Markus Holgersson,1985-04-16,Sweden,DF,CB,,,2013,6.0,2.0,174.0,mls,False,False,False
aDQ0l9zGQE,Yosuke Hanya,1999-01-30,Japan,FW,ST,,,2023,,,,mls,False,False,False
aDQ0lelQEv,Eldin Jakupovic,1984-10-02,Switzerland,GK,GK,,,2023,6.0,3.0,187.0,mls,False,False,False
aDQ0Nd7l5E,Thomas Roberts,2001-05-11,USA,MF,AM,,,2019,5.0,11.0,146.0,mls,False,False,False
aDQ0NdJP5E,Sean Rea,2002-05-15,Canada,MF,AM,,,2023,5.0,7.0,139.0,mls,False,False,False
aDQ0NemE5E,Alan Winn,1996-02-18,USA,MF,W,,,2020,5.0,10.0,165.0,mls,False,False,False
aDQ0NmXW5E,Javier Pérez,1996-03-29,Spain,MF,CM,,,2019,5.0,9.0,161.0,mls,False,False,False
aDQ0NzoB5E,Jordan Adebayo-Smith,2001-01-11,USA,FW,ST,,,2024,5.0,11.0,179.0,mls,False,False,False
aDQ0O43qEv,Rob Friend,1981-01-23,Canada,FW,ST,,,2014,6.0,5.0,207.0,mls,False,False,False
aDQ0ol2qEv,Luis Marín,1983-05-18,Chile,GK,GK,,,2015,6.0,1.0,192.0,mls,False,False,False
aDQ0PeLRQE,Emrah Klimenta,1991-02-13,Montenegro,DF,FB,,,2018,6.0,1.0,181.0,mls,False,False,False
aDQ0PwNpQE,Chidozie Awaziem,1997-01-01,Nigeria,DF,CB,,,2024,6.0,2.0,172.0,mls,False,False,False
aDQ0PZY3QE,Pep Biel,1996-09-05,Spain,MF,W,,,2024,5.0,6.0,137.0,mls,False,False,False
aDQ0Y4vMEv,Steven Taylor,1986-01-23,England,DF,CB,,,2016,6.0,2.0,179.0,mls,False,False,False
aDQ0z3P5Ev,Ahmed Kantari,1985-06-28,Morocco,DF,CB,,,2015,6.0,1.0,181.0,mls,False,False,False
BLMv64lMxe,Adolfo Bautista,1979-05-15,Mexico,FW,ST,MF,W,2014,6.0,0.0,168.0,mls,False,False,False
BLMv77485x,Tommy Silva,2002-02-21,USA,DF,FB,,,2024,6.0,0.0,163.0,mls,False,False,False
BLMv7Dl35x,Omar Sowe,2000-10-28,USA,FW,ST,,,2021,6.0,1.0,181.0,mls,False,False,False
BLMv7o775x,Jeremy Garay,2003-04-01,USA,FW,ST,,,2024,5.0,9.0,130.0,mls,False,False,False
BLMv7oaB5x,Djibril Diani,1998-02-11,France,MF,DM,,CM,2024,6.0,5.0,165.0,mls,False,False,False
BLMv7wO85x,Yerson Mosquera,2001-05-02,Colombia,DF,CB,,,2023,6.0,2.0,168.0,mls,False,False,False
BLMvEoAQxe,Rolando Escobar,1981-10-24,Panama,FW,ST,,,2015,6.0,0.0,154.0,mls,False,False,False
BLMvkAAR5x,Danley Jean Jacques,2000-05-20,Haiti,MF,DM,,,2024,,,,mls,False,False,False
BLMvl1yAqx,Favio Álvarez,1993-01-23,Argentina,MF,AM,,,2019,6.0,0.0,154.0,mls,False,False,False
BLMvl7ORqx,Brian Sylvestre,1992-12-19,Haiti,GK,GK,,,2015,6.0,5.0,201.0,mls,False,False,False
BLMvleeWqx,Lucas Janson,1994-08-16,Argentina,FW,ST,,,2018,5.0,7.0,148.0,mls,False,False,False
BLMvlJ83qx,Ager Aketxe,1993-12-30,Spain,MF,CM,,,2018,5.0,9.0,152.0,mls,False,False,False
BLMvllkAqx,Edwin Gyasi,1991-07-01,Ghana,MF,W,,,2019,6.0,1.0,172.0,mls,False,False,False
BLMvLx8qxe,Martin Paterson,1987-05-13,Northern Ireland,MF,W,,,2015,5.0,9.0,157.0,mls,False,False,False
BLMvNN3Mxe,Florentin Pogba,1990-08-19,Guinea,DF,CB,,,2019,6.0,2.0,194.0,mls,False,False,False
BLMvXoBqxe,Wilfried Moimbé,1988-10-18,France,DF,FB,,,2019,5.0,8.0,148.0,mls,False,False,False
BLMvzGl8Mx,Wilson Harris,1999-11-28,USA,FW,ST,,,2021,6.0,0.0,163.0,mls,False,False,False
BLMvzNDjMx,Luis Binks,2001-09-02,England,DF,CB,,,2020,6.0,2.0,190.0,mls,False,False,False
e7Mz4lGqr0,Steward Ceus,1987-03-26,USA,GK,GK,,,2013,6.0,6.0,207.0,mls,False,False,False
e7Mz7N95r0,Akira Kaji,1980-01-13,Japan,DF,FB,,,2014,5.0,9.0,163.0,mls,False,False,False
e7Mz9bO7Qr,Terrence Boyd,1991-02-16,USA,FW,ST,,,2019,6.0,2.0,196.0,mls,False,False,False
e7Mz9jAGQr,Alex Martinez,1991-08-25,USA,MF,CM,,,2014,5.0,8.0,161.0,mls,False,False,False
e7Mz9xyOQr,Ramón Ábila,1989-10-14,Argentina,FW,ST,,,2021,5.0,9.0,185.0,mls,False,False,False
e7Mzkwj5r0,Sainey Nyassi,1989-01-31,Gambia,MF,W,,,2013,5.0,8.0,157.0,mls,False,False,False
e7Mzl0O6qr,Nikola Vujnovic,1997-01-11,Montenegro,FW,ST,,,2022,,,,mls,False,False,False
e7Mzl98Gqr,Raúl Gudiño,1996-04-22,Mexico,GK,GK,,,2022,6.0,5.0,179.0,mls,False,False,False
EGMP1j9x5a,Rory O'Driscoll,2000-02-16,USA,FW,ST,,,2024,,,,mls,False,False,False
EGMP4ByMaY,Ryan Johnson,1984-11-26,Jamaica,FW,ST,,,2013,6.0,1.0,181.0,mls,False,False,False
EGMP4WVMaY,Hugo Lloris,1986-12-26,France,GK,GK,,,2024,6.0,2.0,181.0,mls,False,False,False
EGMPgD4QaY,Jaime Castrillon,1983-04-05,Colombia,MF,W,,,2013,5.0,11.0,185.0,mls,False,False,False
EGMPGL6QaY,Alfredo Ortuño,1991-01-21,Spain,FW,ST,,,2018,6.0,0.0,170.0,mls,False,False,False
EGMPgnAQaY,Tony Lochhead,1982-01-12,New Zealand,DF,FB,,,2014,6.0,0.0,185.0,mls,False,False,False
EGMPKjkQaY,Emiliano Insúa,1989-01-07,Argentina,DF,FB,,,2020,5.0,11.0,174.0,mls,False,False,False
EGMPlRmVMa,Juan Ramírez,1993-05-25,Argentina,MF,W,,,2015,5.0,9.0,150.0,mls,False,False,False
EGMPLX0MaY,Edgar Mejía,1988-07-17,Mexico,MF,CM,,,2013,5.0,9.0,154.0,mls,False,False,False
EGMPnJX0qa,Kévin Oliveira,1996-06-08,Republic of Cape Verde,MF,CM,,,2017,5.0,7.0,150.0,mls,False,False,False
EGMPRpB0qa,Luca Langoni,2002-02-09,Argentina,MF,W,,,2024,5.0,8.0,146.0,mls,False,False,False
EGMPXgjMaY,Kenwyne Jones,1984-10-05,Trinidad & Tobago,FW,ST,,,2017,6.0,2.0,185.0,mls,False,False,False
EGMPYGr5aY,David Carney,1983-11-30,Australia,DF,FB,,,2013,5.0,11.0,154.0,mls,False,False,False
EGMPZGYrqa,Stephen Turnbull,1998-03-13,USA,DF,FB,,,2023,,,,mls,False,False,False
EGMPZxNrqa,Yekeson Subah,2004-02-13,Liberia,MF,W,,,2023,5.0,11.0,174.0,mls,False,False,False
eV5D01ZA5K,Mike da Fonte,1991-04-18,USA,DF,FB,,,2017,6.0,0.0,170.0,mls,False,False,False
eV5D0K4Z5K,Grant Ward,1994-12-05,England,MF,W,,,2014,5.0,10.0,161.0,mls,False,False,False
eV5D0n7O5K,Dan Metzger,1993-08-06,USA,MF,W,,,2017,5.0,9.0,154.0,mls,False,False,False
eV5D8YE5Kn,Kevin Harbottle,1990-06-08,Chile,FW,W,,,2013,5.0,5.0,146.0,mls,False,False,False
eV5DadeAqK,Jordan Faria,2000-06-13,Canada,FW,W,,,2023,5.0,6.0,159.0,mls,False,False,False
eV5DBBYQKn,Juan Carlos Toja,1985-05-24,Colombia,MF,CM,FW,ST,2013,6.0,1.0,176.0,mls,False,False,False
eV5DGBAMKn,David Jensen,1992-03-25,Denmark,GK,GK,,,2020,6.0,5.0,203.0,mls,False,False,False
eV5DL0wO5K,Justin Schmidt,1993-11-03,USA,DF,CB,,FB,2017,6.0,1.0,201.0,mls,False,False,False
eV5DLDna5K,Uriel Antuna,1997-08-21,Mexico,MF,W,,,2019,5.0,9.0,130.0,mls,False,False,False
eV5DLKnn5K,Lachlan Brook,2001-02-08,Australia,MF,W,,,2024,5.0,10.0,152.0,mls,False,False,False
eV5DLnbR5K,Ignacio Maganto,1992-01-02,Spain,MF,W,,,2015,5.0,8.0,141.0,mls,False,False,False
eV5DLPJY5K,Seyi Adekoya,1995-12-12,USA,FW,ST,,,2017,5.0,11.0,170.0,mls,False,False,False
eV5DRkZQKn,Shalrie Joseph,1978-05-24,Grenada,MF,CM,,,2013,6.0,3.0,181.0,mls,False,False,False
eV5DxNn5Kn,Toni Dovale,1990-04-04,Spain,FW,W,,,2014,5.0,8.0,154.0,mls,False,False,False
eV5DzD0ZQK,Dennis Gjengaar,2004-02-24,Norway,MF,W,,,2024,,,,mls,False,False,False
eVq32O0D5W,Victor Griffith,2000-12-12,Panama,MF,CM,,,2023,5.0,9.0,,mls,False,False,False
eVq3aaDGMW,David Rocha,1985-02-07,Spain,MF,DM,,W,2016,5.0,10.0,170.0,mls,False,False,False
eVq3ak4GMW,Botond Baráth,1992-04-21,Hungary,DF,CB,,,2019,6.0,2.0,165.0,mls,False,False,False
eVq3aLDvMW,Alvin Jones,1994-09-07,Trinidad & Tobago,DF,FB,,,2020,,,,mls,False,False,False
eVq3alzDMW,Mikkel Desler,1995-02-19,Denmark,DF,FB,,,2024,6.0,0.0,161.0,mls,False,False,False
eVq3anEgMW,Alexi Gómez,1993-03-04,Peru,DF,FB,MF,W,2018,5.0,9.0,139.0,mls,False,False,False
eVq3aVY6MW,Michael Petrasso,1995-07-09,Canada,DF,FB,,,2018,5.0,7.0,141.0,mls,False,False,False
eVq3g1nqWO,Carlos Carmona,1987-02-21,Chile,MF,DM,,,2017,5.0,10.0,150.0,mls,False,False,False
eVq3j3ly5W,Tony Gallacher,1999-07-23,Scotland,DF,FB,,,2020,5.0,8.0,,mls,False,False,False
eVq3j7aw5W,Justin McMaster,1999-06-30,USA,MF,W,,,2021,5.0,10.0,163.0,mls,False,False,False
eVq3jgbX5W,Samba,1992-09-23,Guinea-Bissau,DF,CB,,,2016,6.0,1.0,154.0,mls,False,False,False
eVq3jJYw5W,Jonathan González,1999-04-13,Mexico,MF,CM,,W,2022,5.0,9.0,137.0,mls,False,False,False
